City,State,Direction,Latitude,Longitude,Problem,Count
West Bengal - City2,West Bengal,East,23.365449,87.673369,Debris,2
West Bengal - City2,West Bengal,East,23.36095,87.672396,Stalled Vehicle,2
West Bengal - City2,West Bengal,East,23.362601,87.671683,Stalled Vehicle,1
West Bengal - City2,West Bengal,East,23.35843,87.667095,Debris,4
West Bengal - City2,West Bengal,East,23.371782,87.667691,Flooded Road,5
West Bengal - City2,West Bengal,East,23.354317,87.67515,Pothole,4
West Bengal - City2,West Bengal,East,23.361947,87.663712,Flooded Road,2
West Bengal - City2,West Bengal,East,23.35384,87.671668,Accident,5
West Bengal - City2,West Bengal,East,23.356558,87.660399,Accident,1
West Bengal - City2,West Bengal,East,23.372681,87.661415,Flooded Road,4
West Bengal - City2,West Bengal,East,23.360231,87.667581,Accident,5
West Bengal - City2,West Bengal,East,23.353475,87.67375,Stalled Vehicle,5
West Bengal - City2,West Bengal,East,23.358858,87.676273,Road Blockage,3
West Bengal - City2,West Bengal,East,23.372434,87.665208,Accident,4
West Bengal - City2,West Bengal,East,23.371762,87.671176,Flooded Road,2
West Bengal - City2,West Bengal,East,23.361311,87.661807,Stalled Vehicle,5
West Bengal - City2,West Bengal,East,23.359053,87.678618,Flooded Road,5
West Bengal - City2,West Bengal,East,23.369431,87.671176,Tree Fallen,4
West Bengal - City2,West Bengal,East,23.364431,87.675077,Road Blockage,4
West Bengal - City2,West Bengal,East,23.3668,87.677608,Debris,4
West Bengal - City2,West Bengal,East,23.355493,87.661029,Accident,2
West Bengal - City2,West Bengal,East,23.369171,87.667927,Road Blockage,5
West Bengal - City2,West Bengal,East,23.363881,87.673694,Flooded Road,2
West Bengal - City2,West Bengal,East,23.358914,87.667657,Road Blockage,1
West Bengal - City3,West Bengal,East,23.14333,87.744202,Road Blockage,3
West Bengal - City3,West Bengal,East,23.13661,87.752106,Pothole,2
West Bengal - City3,West Bengal,East,23.142219,87.744625,Accident,3
West Bengal - City3,West Bengal,East,23.136375,87.744687,Accident,5
West Bengal - City3,West Bengal,East,23.13936,87.756211,Stalled Vehicle,1
West Bengal - City3,West Bengal,East,23.145755,87.7539,Debris,5
West Bengal - City3,West Bengal,East,23.151399,87.757592,Road Blockage,5
West Bengal - City3,West Bengal,East,23.138547,87.758594,Flooded Road,4
West Bengal - City3,West Bengal,East,23.135896,87.755917,Flooded Road,4
West Bengal - City3,West Bengal,East,23.136681,87.752165,Debris,5
West Bengal - City3,West Bengal,East,23.148224,87.750198,Debris,5
West Bengal - City3,West Bengal,East,23.139185,87.75784,Pothole,4
West Bengal - City3,West Bengal,East,23.151769,87.754597,Tree Fallen,3
West Bengal - City3,West Bengal,East,23.146023,87.740868,Accident,4
West Bengal - City3,West Bengal,East,23.143859,87.747141,Flooded Road,2
West Bengal - City3,West Bengal,East,23.14321,87.745375,Tree Fallen,5
West Bengal - City3,West Bengal,East,23.139101,87.74431,Oil Spill,2
West Bengal - City3,West Bengal,East,23.140621,87.755676,Road Blockage,4
West Bengal - City3,West Bengal,East,23.137832,87.74423,Pothole,5
West Bengal - City3,West Bengal,East,23.145959,87.756916,Flooded Road,2
West Bengal - City3,West Bengal,East,23.143346,87.757758,Accident,2
West Bengal - City3,West Bengal,East,23.14824,87.755403,Tree Fallen,1
West Bengal - City3,West Bengal,East,23.135771,87.750624,Road Blockage,4
West Bengal - City3,West Bengal,East,23.13824,87.751875,Debris,4
West Bengal - City3,West Bengal,East,23.134218,87.743899,Accident,3
West Bengal - City3,West Bengal,East,23.14177,87.753229,Tree Fallen,3
West Bengal - City3,West Bengal,East,23.137434,87.747838,Flooded Road,3
West Bengal - City4,West Bengal,East,23.391745,87.806277,Accident,5
West Bengal - City4,West Bengal,East,23.402866,87.816835,Pothole,3
West Bengal - City4,West Bengal,East,23.39845,87.817316,Tree Fallen,4
West Bengal - City4,West Bengal,East,23.409141,87.811473,Flooded Road,4
West Bengal - City4,West Bengal,East,23.403982,87.806749,Pothole,3
West Bengal - City4,West Bengal,East,23.399784,87.816098,Oil Spill,1
West Bengal - City4,West Bengal,East,23.39293,87.810725,Road Blockage,3
West Bengal - City4,West Bengal,East,23.404408,87.818061,Oil Spill,3
West Bengal - City4,West Bengal,East,23.409102,87.819471,Road Blockage,5
West Bengal - City4,West Bengal,East,23.401767,87.812858,Pothole,2
West Bengal - City4,West Bengal,East,23.408432,87.806353,Accident,3
West Bengal - City4,West Bengal,East,23.410157,87.817866,Stalled Vehicle,2
West Bengal - City4,West Bengal,East,23.394686,87.805912,Stalled Vehicle,4
West Bengal - City4,West Bengal,East,23.402317,87.804379,Oil Spill,5
West Bengal - City4,West Bengal,East,23.406648,87.805517,Flooded Road,5
West Bengal - City4,West Bengal,East,23.394453,87.816949,Oil Spill,3
West Bengal - City4,West Bengal,East,23.395935,87.818604,Tree Fallen,2
West Bengal - City4,West Bengal,East,23.393974,87.820622,Debris,1
West Bengal - City4,West Bengal,East,23.404619,87.821059,Road Blockage,4
West Bengal - City4,West Bengal,East,23.400692,87.82127,Flooded Road,5
West Bengal - City4,West Bengal,East,23.400245,87.823243,Pothole,5
West Bengal - City4,West Bengal,East,23.4033,87.816473,Oil Spill,5
West Bengal - City4,West Bengal,East,23.404144,87.814528,Road Blockage,4
West Bengal - City4,West Bengal,East,23.402141,87.819946,Tree Fallen,3
West Bengal - City4,West Bengal,East,23.398664,87.809048,Flooded Road,1
West Bengal - City4,West Bengal,East,23.39135,87.82016,Pothole,3
West Bengal - City4,West Bengal,East,23.397083,87.814554,Tree Fallen,4
West Bengal - City5,West Bengal,East,22.747672,87.606945,Flooded Road,5
West Bengal - City5,West Bengal,East,22.746304,87.591772,Road Blockage,2
West Bengal - City5,West Bengal,East,22.749915,87.602839,Oil Spill,2
West Bengal - City5,West Bengal,East,22.744945,87.60637,Oil Spill,4
West Bengal - City5,West Bengal,East,22.746092,87.593212,Accident,5
West Bengal - City5,West Bengal,East,22.756971,87.609827,Flooded Road,3
West Bengal - City5,West Bengal,East,22.754649,87.602267,Flooded Road,4
West Bengal - City5,West Bengal,East,22.74544,87.592997,Pothole,3
West Bengal - City5,West Bengal,East,22.743887,87.600735,Tree Fallen,3
West Bengal - City5,West Bengal,East,22.755689,87.601468,Road Blockage,1
West Bengal - City5,West Bengal,East,22.744723,87.611022,Debris,2
West Bengal - City5,West Bengal,East,22.761127,87.59727,Pothole,4
West Bengal - City5,West Bengal,East,22.756222,87.596284,Pothole,1
West Bengal - City5,West Bengal,East,22.751552,87.598466,Flooded Road,4
West Bengal - City5,West Bengal,East,22.761639,87.600902,Debris,3
West Bengal - City5,West Bengal,East,22.743284,87.606639,Pothole,1
West Bengal - City5,West Bengal,East,22.74701,87.599476,Tree Fallen,2
West Bengal - City5,West Bengal,East,22.745524,87.608459,Oil Spill,1
West Bengal - City5,West Bengal,East,22.744119,87.606991,Accident,4
West Bengal - City5,West Bengal,East,22.757105,87.600487,Debris,2
West Bengal - City5,West Bengal,East,22.750897,87.607048,Accident,4
West Bengal - City5,West Bengal,East,22.749462,87.610852,Road Blockage,2
West Bengal - City5,West Bengal,East,22.754263,87.592472,Stalled Vehicle,3
West Bengal - City5,West Bengal,East,22.751305,87.597604,Road Blockage,1
West Bengal - City5,West Bengal,East,22.758953,87.595984,Stalled Vehicle,2
West Bengal - City5,West Bengal,East,22.754338,87.598118,Pothole,3
West Bengal - City5,West Bengal,East,22.753374,87.599544,Accident,1
West Bengal - City6,West Bengal,East,23.057545,87.619364,Tree Fallen,5
West Bengal - City6,West Bengal,East,23.041268,87.623158,Accident,2
West Bengal - City6,West Bengal,East,23.048166,87.621461,Road Blockage,1
West Bengal - City6,West Bengal,East,23.039364,87.620633,Stalled Vehicle,2
West Bengal - City6,West Bengal,East,23.047925,87.614077,Road Blockage,4
West Bengal - City6,West Bengal,East,23.052832,87.608169,Oil Spill,3
West Bengal - City6,West Bengal,East,23.052656,87.612756,Debris,4
West Bengal - City6,West Bengal,East,23.052301,87.618922,Tree Fallen,2
West Bengal - City6,West Bengal,East,23.049502,87.618614,Road Blockage,4
West Bengal - City6,West Bengal,East,23.043674,87.624369,Pothole,1
West Bengal - City6,West Bengal,East,23.048791,87.61673,Flooded Road,5
West Bengal - City6,West Bengal,East,23.04551,87.607756,Oil Spill,2
West Bengal - City6,West Bengal,East,23.055827,87.620137,Road Blockage,5
West Bengal - City6,West Bengal,East,23.042944,87.622162,Oil Spill,2
West Bengal - City6,West Bengal,East,23.048649,87.617693,Pothole,5
West Bengal - City6,West Bengal,East,23.043831,87.615938,Road Blockage,1
West Bengal - City6,West Bengal,East,23.040093,87.62092,Debris,2
West Bengal - City6,West Bengal,East,23.041741,87.608367,Stalled Vehicle,4
West Bengal - City6,West Bengal,East,23.042,87.608378,Oil Spill,4
West Bengal - City6,West Bengal,East,23.048684,87.621768,Flooded Road,1
West Bengal - City6,West Bengal,East,23.045495,87.619861,Stalled Vehicle,1
West Bengal - City6,West Bengal,East,23.056772,87.611917,Tree Fallen,1
West Bengal - City6,West Bengal,East,23.047529,87.62052,Road Blockage,5
West Bengal - City6,West Bengal,East,23.053038,87.625551,Road Blockage,1
West Bengal - City6,West Bengal,East,23.054641,87.613058,Debris,1
West Bengal - City6,West Bengal,East,23.054857,87.609301,Accident,5
West Bengal - City6,West Bengal,East,23.04011,87.622245,Oil Spill,2
West Bengal - City7,West Bengal,East,23.065248,88.255961,Pothole,5
West Bengal - City7,West Bengal,East,23.07637,88.251127,Stalled Vehicle,5
West Bengal - City7,West Bengal,East,23.068545,88.251997,Oil Spill,1
West Bengal - City7,West Bengal,East,23.064722,88.246431,Oil Spill,5
West Bengal - City7,West Bengal,East,23.068136,88.245987,Tree Fallen,3
West Bengal - City7,West Bengal,East,23.079436,88.253825,Road Blockage,3
West Bengal - City7,West Bengal,East,23.069633,88.255488,Road Blockage,5
West Bengal - City7,West Bengal,East,23.0662,88.253736,Oil Spill,5
West Bengal - City7,West Bengal,East,23.079909,88.247905,Tree Fallen,4
West Bengal - City7,West Bengal,East,23.080582,88.242827,Debris,3
West Bengal - City7,West Bengal,East,23.073301,88.253175,Flooded Road,1
West Bengal - City7,West Bengal,East,23.067393,88.247261,Road Blockage,1
West Bengal - City7,West Bengal,East,23.076816,88.26169,Flooded Road,5
West Bengal - City7,West Bengal,East,23.071611,88.254236,Pothole,1
West Bengal - City7,West Bengal,East,23.062141,88.249936,Pothole,3
West Bengal - City7,West Bengal,East,23.068728,88.254466,Accident,3
West Bengal - City7,West Bengal,East,23.077607,88.244661,Oil Spill,5
West Bengal - City7,West Bengal,East,23.079744,88.257508,Road Blockage,4
West Bengal - City7,West Bengal,East,23.064844,88.259337,Stalled Vehicle,5
West Bengal - City7,West Bengal,East,23.074231,88.24357,Oil Spill,1
West Bengal - City7,West Bengal,East,23.076988,88.26126,Road Blockage,3
West Bengal - City7,West Bengal,East,23.078982,88.251509,Stalled Vehicle,2
West Bengal - City7,West Bengal,East,23.07634,88.259813,Debris,4
West Bengal - City7,West Bengal,East,23.062469,88.253311,Road Blockage,5
West Bengal - City7,West Bengal,East,23.072684,88.24936,Accident,2
West Bengal - City7,West Bengal,East,23.062396,88.257455,Oil Spill,4
West Bengal - City7,West Bengal,East,23.076443,88.254328,Stalled Vehicle,2
Odisha - City1,Odisha,East,20.84974,84.823548,Pothole,2
Odisha - City1,Odisha,East,20.847824,84.817338,Debris,5
Odisha - City1,Odisha,East,20.849085,84.809523,Oil Spill,2
Odisha - City1,Odisha,East,20.856342,84.817439,Accident,4
Odisha - City1,Odisha,East,20.849007,84.819248,Accident,2
Odisha - City1,Odisha,East,20.842534,84.823356,Road Blockage,5
Odisha - City1,Odisha,East,20.842893,84.821256,Oil Spill,3
Odisha - City1,Odisha,East,20.848067,84.814236,Debris,3
Odisha - City1,Odisha,East,20.844486,84.814815,Tree Fallen,5
Odisha - City1,Odisha,East,20.844017,84.808719,Accident,2
Odisha - City1,Odisha,East,20.854808,84.810941,Stalled Vehicle,1
Odisha - City1,Odisha,East,20.855893,84.812682,Pothole,3
Odisha - City1,Odisha,East,20.841376,84.821697,Stalled Vehicle,3
Odisha - City1,Odisha,East,20.850102,84.808276,Accident,5
Odisha - City1,Odisha,East,20.845339,84.818749,Flooded Road,5
Odisha - City1,Odisha,East,20.850762,84.822419,Pothole,1
Odisha - City1,Odisha,East,20.848633,84.825942,Debris,3
Odisha - City1,Odisha,East,20.844507,84.813501,Flooded Road,1
Odisha - City1,Odisha,East,20.8504,84.826725,Stalled Vehicle,4
Odisha - City1,Odisha,East,20.854308,84.821081,Road Blockage,1
Odisha - City1,Odisha,East,20.841483,84.825169,Oil Spill,2
Odisha - City1,Odisha,East,20.860697,84.817992,Stalled Vehicle,3
Odisha - City1,Odisha,East,20.850794,84.819763,Stalled Vehicle,2
Odisha - City1,Odisha,East,20.845079,84.827157,Debris,1
Odisha - City1,Odisha,East,20.846049,84.818409,Road Blockage,4
Odisha - City1,Odisha,East,20.848969,84.810961,Road Blockage,3
Odisha - City1,Odisha,East,20.848209,84.813868,Flooded Road,1
Odisha - City2,Odisha,East,21.451754,85.1156,Debris,5
Odisha - City2,Odisha,East,21.45822,85.102538,Road Blockage,4
Odisha - City2,Odisha,East,21.452377,85.099782,Oil Spill,5
Odisha - City2,Odisha,East,21.45845,85.110275,Accident,4
Odisha - City2,Odisha,East,21.444045,85.101081,Flooded Road,5
Odisha - City2,Odisha,East,21.445824,85.108871,Accident,2
Odisha - City2,Odisha,East,21.450859,85.111707,Accident,2
Odisha - City2,Odisha,East,21.445418,85.112129,Pothole,4
Odisha - City2,Odisha,East,21.459152,85.117542,Pothole,5
Odisha - City2,Odisha,East,21.45758,85.104376,Stalled Vehicle,2
Odisha - City2,Odisha,East,21.44559,85.115619,Debris,3
Odisha - City2,Odisha,East,21.456841,85.106307,Oil Spill,3
Odisha - City2,Odisha,East,21.448098,85.116701,Flooded Road,2
Odisha - City2,Odisha,East,21.45482,85.100161,Pothole,1
Odisha - City2,Odisha,East,21.454487,85.110266,Flooded Road,5
Odisha - City2,Odisha,East,21.450579,85.102644,Accident,2
Odisha - City2,Odisha,East,21.452986,85.105211,Tree Fallen,2
Odisha - City2,Odisha,East,21.449284,85.11012,Road Blockage,2
Odisha - City2,Odisha,East,21.456281,85.107855,Pothole,2
Odisha - City2,Odisha,East,21.443103,85.098671,Debris,3
Odisha - City2,Odisha,East,21.458242,85.102477,Accident,2
Odisha - City2,Odisha,East,21.440561,85.116568,Tree Fallen,5
Odisha - City2,Odisha,East,21.449037,85.104524,Tree Fallen,2
Odisha - City2,Odisha,East,21.447789,85.11355,Oil Spill,3
Odisha - City2,Odisha,East,21.447121,85.116809,Debris,5
Odisha - City2,Odisha,East,21.441424,85.107164,Debris,2
Odisha - City2,Odisha,East,21.449612,85.105938,Debris,5
Odisha - City3,Odisha,East,20.540357,84.650919,Debris,2
Odisha - City3,Odisha,East,20.538433,84.643577,Flooded Road,3
Odisha - City3,Odisha,East,20.541836,84.644065,Debris,5
Odisha - City3,Odisha,East,20.550683,84.644888,Tree Fallen,1
Odisha - City3,Odisha,East,20.547062,84.637879,Pothole,4
Odisha - City3,Odisha,East,20.54088,84.644634,Pothole,4
Odisha - City3,Odisha,East,20.544415,84.649869,Accident,4
Odisha - City3,Odisha,East,20.534413,84.642097,Pothole,1
Odisha - City3,Odisha,East,20.534433,84.649741,Road Blockage,1
Odisha - City3,Odisha,East,20.543085,84.643298,Pothole,4
Odisha - City3,Odisha,East,20.543616,84.636494,Pothole,3
Odisha - City3,Odisha,East,20.543919,84.648807,Pothole,2
Odisha - City3,Odisha,East,20.549985,84.639193,Debris,4
Odisha - City3,Odisha,East,20.53877,84.650219,Tree Fallen,3
Odisha - City3,Odisha,East,20.545138,84.637967,Pothole,2
Odisha - City3,Odisha,East,20.53268,84.650924,Debris,4
Odisha - City3,Odisha,East,20.542562,84.645589,Debris,5
Odisha - City3,Odisha,East,20.550263,84.640374,Tree Fallen,4
Odisha - City3,Odisha,East,20.540812,84.637204,Debris,2
Odisha - City3,Odisha,East,20.550252,84.641178,Accident,1
Odisha - City3,Odisha,East,20.536306,84.636717,Road Blockage,1
Odisha - City3,Odisha,East,20.535516,84.636265,Flooded Road,3
Odisha - City3,Odisha,East,20.551017,84.636597,Oil Spill,2
Odisha - City3,Odisha,East,20.535836,84.641304,Pothole,4
Odisha - City3,Odisha,East,20.547596,84.64282,Debris,1
Odisha - City3,Odisha,East,20.547979,84.642072,Oil Spill,1
Odisha - City3,Odisha,East,20.547778,84.652482,Stalled Vehicle,3
Odisha - City4,Odisha,East,20.560765,85.218386,Flooded Road,3
Odisha - City4,Odisha,East,20.56189,85.226439,Accident,5
Odisha - City4,Odisha,East,20.552513,85.227373,Stalled Vehicle,4
Odisha - City4,Odisha,East,20.56583,85.228042,Flooded Road,4
Odisha - City4,Odisha,East,20.563526,85.222276,Road Blockage,2
Odisha - City4,Odisha,East,20.563635,85.225874,Tree Fallen,4
Odisha - City4,Odisha,East,20.567509,85.233619,Accident,3
Odisha - City4,Odisha,East,20.570934,85.215978,Debris,4
Odisha - City4,Odisha,East,20.563858,85.218305,Accident,5
Odisha - City4,Odisha,East,20.571329,85.224227,Road Blockage,3
Odisha - City4,Odisha,East,20.562557,85.228696,Debris,2
Odisha - City4,Odisha,East,20.565149,85.221034,Stalled Vehicle,3
Odisha - City4,Odisha,East,20.557355,85.226946,Debris,1
Odisha - City4,Odisha,East,20.565066,85.222773,Debris,2
Odisha - City4,Odisha,East,20.555229,85.232623,Tree Fallen,4
Odisha - City4,Odisha,East,20.567294,85.228859,Tree Fallen,2
Odisha - City4,Odisha,East,20.563893,85.233787,Road Blockage,4
Odisha - City4,Odisha,East,20.567029,85.224225,Debris,5
Odisha - City4,Odisha,East,20.557336,85.230445,Road Blockage,5
Odisha - City4,Odisha,East,20.562067,85.220111,Road Blockage,3
Odisha - City4,Odisha,East,20.552673,85.218932,Debris,3
Odisha - City4,Odisha,East,20.571021,85.228476,Pothole,5
Odisha - City4,Odisha,East,20.563463,85.219694,Stalled Vehicle,3
Odisha - City4,Odisha,East,20.565454,85.222236,Debris,3
Odisha - City4,Odisha,East,20.559626,85.225887,Accident,3
Odisha - City4,Odisha,East,20.560387,85.234961,Accident,5
Odisha - City4,Odisha,East,20.557395,85.218191,Debris,2
Odisha - City5,Odisha,East,21.252046,85.019535,Debris,4
Odisha - City5,Odisha,East,21.251878,85.013742,Road Blockage,4
Odisha - City5,Odisha,East,21.248428,85.021133,Road Blockage,2
Odisha - City5,Odisha,East,21.249169,85.012625,Pothole,2
Odisha - City5,Odisha,East,21.24827,85.019847,Stalled Vehicle,1
Odisha - City5,Odisha,East,21.239999,85.011541,Stalled Vehicle,3
Odisha - City5,Odisha,East,21.243117,85.011583,Flooded Road,1
Odisha - City5,Odisha,East,21.24533,85.016903,Accident,3
Odisha - City5,Odisha,East,21.23779,85.016391,Road Blockage,4
Odisha - City5,Odisha,East,21.247201,85.016113,Pothole,3
Odisha - City5,Odisha,East,21.236068,85.029826,Stalled Vehicle,2
Odisha - City5,Odisha,East,21.24463,85.021647,Flooded Road,2
Odisha - City5,Odisha,East,21.252645,85.02674,Accident,2
Odisha - City5,Odisha,East,21.235204,85.022925,Road Blockage,5
Odisha - City5,Odisha,East,21.242652,85.013261,Tree Fallen,1
Odisha - City5,Odisha,East,21.235898,85.011736,Oil Spill,4
Odisha - City5,Odisha,East,21.237359,85.022582,Tree Fallen,5
Odisha - City5,Odisha,East,21.240891,85.017307,Accident,5
Odisha - City5,Odisha,East,21.23535,85.029116,Tree Fallen,5
Odisha - City5,Odisha,East,21.236415,85.026917,Tree Fallen,1
Odisha - City5,Odisha,East,21.242891,85.02435,Tree Fallen,4
Odisha - City5,Odisha,East,21.238413,85.015136,Flooded Road,3
Odisha - City5,Odisha,East,21.241621,85.024652,Road Blockage,3
Odisha - City5,Odisha,East,21.242845,85.011265,Tree Fallen,1
Odisha - City5,Odisha,East,21.240808,85.019885,Pothole,3
Odisha - City5,Odisha,East,21.249138,85.022749,Pothole,5
Odisha - City5,Odisha,East,21.235838,85.027011,Stalled Vehicle,3
Odisha - City6,Odisha,East,20.516351,84.971537,Flooded Road,5
Odisha - City6,Odisha,East,20.514447,84.98193,Accident,5
Odisha - City6,Odisha,East,20.510102,84.973299,Tree Fallen,4
Odisha - City6,Odisha,East,20.506549,84.974284,Oil Spill,4
Odisha - City6,Odisha,East,20.516572,84.976963,Accident,2
Odisha - City6,Odisha,East,20.51848,84.971677,Tree Fallen,1
Odisha - City6,Odisha,East,20.517071,84.979377,Stalled Vehicle,4
Odisha - City6,Odisha,East,20.508751,84.989237,Stalled Vehicle,5
Odisha - City6,Odisha,East,20.507403,84.9864,Oil Spill,3
Odisha - City6,Odisha,East,20.515114,84.983322,Stalled Vehicle,2
Odisha - City6,Odisha,East,20.521569,84.987864,Debris,2
Odisha - City6,Odisha,East,20.518446,84.979178,Flooded Road,4
Odisha - City6,Odisha,East,20.517539,84.979062,Accident,3
Odisha - City6,Odisha,East,20.511223,84.986006,Flooded Road,4
Odisha - City6,Odisha,East,20.519584,84.988421,Stalled Vehicle,5
Odisha - City6,Odisha,East,20.50539,84.989847,Oil Spill,2
Odisha - City6,Odisha,East,20.522278,84.971367,Debris,1
Odisha - City6,Odisha,East,20.519295,84.986534,Road Blockage,1
Odisha - City6,Odisha,East,20.522453,84.987433,Accident,4
Odisha - City6,Odisha,East,20.519272,84.978004,Road Blockage,4
Odisha - City6,Odisha,East,20.513349,84.978823,Accident,2
Odisha - City6,Odisha,East,20.514725,84.973884,Oil Spill,3
Odisha - City6,Odisha,East,20.522027,84.973204,Pothole,2
Odisha - City6,Odisha,East,20.50546,84.983087,Pothole,4
Odisha - City6,Odisha,East,20.518387,84.989619,Pothole,1
Odisha - City6,Odisha,East,20.507972,84.986238,Tree Fallen,5
Odisha - City6,Odisha,East,20.523834,84.982584,Tree Fallen,5
Odisha - City7,Odisha,East,21.446303,85.134015,Oil Spill,3
Odisha - City7,Odisha,East,21.442336,85.126109,Debris,5
Odisha - City7,Odisha,East,21.447784,85.132232,Flooded Road,4
Odisha - City7,Odisha,East,21.456352,85.129141,Debris,1
Odisha - City7,Odisha,East,21.449184,85.131712,Stalled Vehicle,5
Odisha - City7,Odisha,East,21.447452,85.131424,Pothole,5
Odisha - City7,Odisha,East,21.457493,85.137287,Flooded Road,4
Odisha - City7,Odisha,East,21.44816,85.128081,Stalled Vehicle,2
Odisha - City7,Odisha,East,21.44727,85.132448,Stalled Vehicle,5
Odisha - City7,Odisha,East,21.453783,85.123864,Debris,3
Odisha - City7,Odisha,East,21.448522,85.11783,Tree Fallen,5
Odisha - City7,Odisha,East,21.455942,85.129093,Road Blockage,4
Odisha - City7,Odisha,East,21.444879,85.137169,Flooded Road,3
Odisha - City7,Odisha,East,21.441171,85.131515,Flooded Road,5
Odisha - City7,Odisha,East,21.44303,85.1302,Pothole,5
Odisha - City7,Odisha,East,21.438853,85.137421,Debris,3
Odisha - City7,Odisha,East,21.447516,85.12015,Stalled Vehicle,3
Odisha - City7,Odisha,East,21.442862,85.12993,Flooded Road,3
Odisha - City7,Odisha,East,21.438105,85.119845,Pothole,5
Odisha - City7,Odisha,East,21.4526,85.130797,Road Blockage,2
Odisha - City7,Odisha,East,21.443046,85.131629,Tree Fallen,2
Odisha - City7,Odisha,East,21.453808,85.134854,Road Blockage,1
Odisha - City7,Odisha,East,21.457168,85.129525,Pothole,4
Odisha - City7,Odisha,East,21.452876,85.125873,Oil Spill,2
Odisha - City7,Odisha,East,21.451034,85.132134,Pothole,2
Odisha - City7,Odisha,East,21.449376,85.134451,Debris,3
Odisha - City7,Odisha,East,21.452931,85.119934,Pothole,4
Bihar - City1,Bihar,East,25.565153,85.669907,Accident,4
Bihar - City1,Bihar,East,25.570848,85.671681,Flooded Road,2
Bihar - City1,Bihar,East,25.567787,85.672575,Flooded Road,4
Bihar - City1,Bihar,East,25.564818,85.670194,Debris,1
Bihar - City1,Bihar,East,25.575532,85.676628,Oil Spill,5
Bihar - City1,Bihar,East,25.575539,85.681047,Road Blockage,3
Bihar - City1,Bihar,East,25.56252,85.665846,Oil Spill,4
Bihar - City1,Bihar,East,25.572641,85.678862,Accident,5
Bihar - City1,Bihar,East,25.563926,85.677686,Pothole,3
Bihar - City1,Bihar,East,25.56813,85.677336,Stalled Vehicle,1
Bihar - City1,Bihar,East,25.565403,85.674385,Tree Fallen,3
Bihar - City1,Bihar,East,25.561566,85.669546,Accident,1
Bihar - City1,Bihar,East,25.557652,85.665719,Accident,5
Bihar - City1,Bihar,East,25.56994,85.678042,Stalled Vehicle,1
Bihar - City1,Bihar,East,25.574307,85.666478,Pothole,1
Bihar - City1,Bihar,East,25.571091,85.668947,Tree Fallen,1
Bihar - City1,Bihar,East,25.569954,85.682334,Flooded Road,4
Bihar - City1,Bihar,East,25.571022,85.677232,Road Blockage,3
Bihar - City1,Bihar,East,25.560417,85.66536,Debris,4
Bihar - City1,Bihar,East,25.56495,85.683799,Flooded Road,3
Bihar - City1,Bihar,East,25.560737,85.665268,Accident,5
Bihar - City1,Bihar,East,25.565031,85.67679,Stalled Vehicle,2
Bihar - City1,Bihar,East,25.567991,85.672505,Stalled Vehicle,4
Bihar - City1,Bihar,East,25.571486,85.665946,Stalled Vehicle,1
Bihar - City1,Bihar,East,25.568605,85.668892,Tree Fallen,1
Bihar - City1,Bihar,East,25.575108,85.666857,Debris,1
Bihar - City1,Bihar,East,25.57047,85.669209,Road Blockage,4
Bihar - City2,Bihar,East,24.609074,85.53413,Tree Fallen,4
Bihar - City2,Bihar,East,24.606302,85.540703,Stalled Vehicle,5
Bihar - City2,Bihar,East,24.602098,85.53151,Tree Fallen,1
Bihar - City2,Bihar,East,24.608926,85.542523,Road Blockage,3
Bihar - City2,Bihar,East,24.611218,85.531834,Stalled Vehicle,3
Bihar - City2,Bihar,East,24.608274,85.543041,Stalled Vehicle,4
Bihar - City2,Bihar,East,24.61279,85.529621,Accident,2
Bihar - City2,Bihar,East,24.608671,85.543172,Accident,3
Bihar - City2,Bihar,East,24.611499,85.541751,Road Blockage,4
Bihar - City2,Bihar,East,24.599278,85.536478,Accident,2
Bihar - City2,Bihar,East,24.598295,85.524329,Accident,4
Bihar - City2,Bihar,East,24.605356,85.539677,Flooded Road,4
Bihar - City2,Bihar,East,24.60826,85.540507,Tree Fallen,1
Bihar - City2,Bihar,East,24.598322,85.524943,Debris,4
Bihar - City2,Bihar,East,24.599945,85.539964,Tree Fallen,5
Bihar - City2,Bihar,East,24.60056,85.535409,Stalled Vehicle,1
Bihar - City2,Bihar,East,24.61229,85.5336,Debris,4
Bihar - City2,Bihar,East,24.615725,85.536189,Accident,2
Bihar - City2,Bihar,East,24.597868,85.536475,Flooded Road,1
Bihar - City2,Bihar,East,24.606705,85.527236,Stalled Vehicle,1
Bihar - City2,Bihar,East,24.599865,85.535722,Accident,1
Bihar - City2,Bihar,East,24.61367,85.532346,Oil Spill,3
Bihar - City2,Bihar,East,24.599997,85.537504,Pothole,3
Bihar - City2,Bihar,East,24.61431,85.539684,Debris,5
Bihar - City2,Bihar,East,24.60105,85.525086,Flooded Road,2
Bihar - City2,Bihar,East,24.612732,85.527183,Road Blockage,5
Bihar - City2,Bihar,East,24.600881,85.528695,Debris,2
Bihar - City3,Bihar,East,25.269809,85.357017,Oil Spill,2
Bihar - City3,Bihar,East,25.268123,85.349809,Debris,1
Bihar - City3,Bihar,East,25.271398,85.341853,Flooded Road,4
Bihar - City3,Bihar,East,25.28168,85.355915,Tree Fallen,2
Bihar - City3,Bihar,East,25.271933,85.352867,Tree Fallen,4
Bihar - City3,Bihar,East,25.272595,85.343561,Debris,5
